,user_input,date,count_docs,content_clean
79,Hate,2013,11,"['    mr  trump  how can people hate such a brilliant person   it is hard to believe  isn t it   thanks  ', '     go fuck yourself you dumb fuck  when was the last time you had a date such terrible language    picture  ', '   enjoying reading  knocking the shit out of   sorry hater  he s getting his ass kicked ', '    i hate that our country has come to this  our president has ruined our country   not totally  yet ', ' you must be kidding   i kicked both of their ugly assses ', '     you are a terrible human being   that s only because you don t know me ', 'frack now and frack fast unless we want to continue to be dependent on countries that hate us ', '    i would like to extend my best wishes to all  even the haters and losers  on this special date  september 11th  ', 'everytime someone tweets that i wear a wig realize to yourself that you are dealing with  them    just another sad   lonely hater and loser ', 'just tried watching modern family   written by a moron  really boring  writer has the mind of a very dumb and backward child  sorry danny ', 'sexting pervert  has returned to twitter  parents of all underage girls should block him immediately ']"
80,Hate,2014,3,"['while i am a critic of president obama  i hate it when someone  robert gates  writes a self serving negative book about his boss ', '    calling the sign   trump  name tasteless is ridiculous  its exactly the opposite  you always put beauty in your details ', '   cant wait for 2016 so tired of this weak adm policy at home n foreign even worse  america deserves better we can do better  true ']"
81,Hate,2015,14,"['        in bed together   hate trump  win it for the usa   the 21st cent', '     just find  s hissy fit with  ironic  since yall have room to catch up ', '      say it loud   proud       illegal immigration     is an attack on our country  ', '    aren t u angry how the media has turned donaldtrump slam against  illegal immigration  into him hating  all immigrants', 'interesting that  criticized me but just paid  650 000 in fines for racial profiling  are they racists ', '       amen honey honest is honest dont back down support the truth  ', ' air force trump  ahead of 2016  the donald slams romney  bush in south carolina     via  by ', '       i get pissed off every time i see his ads on fox  waste of money  go trump   many do ', '      forget both of them  let s hear it for ma man  ', 'one of the dumber and least respected of the political pundits is chris cillizza of the washington post   moron hates my poll numbers', '      agreed  haters  just because they won t ever have the half the intelligence of mr  trump  ', '   everyone including  knows  sucks      why don t you buy    call it trumpmobile  ', '     i will never shop in your store 4 the rest of my life because of how quickly u turned on donaldtrump u have no spine', '     mr trump the only one telling the truth  liberals can t stand the fact that your are leading in the poll ']"
82,Hate,2016,6,"['i have a judge in the trump university civil case  gonzalo curiel  san diego   who is very unfair  an obama pick  totally biased hates trump', 'wonderful  was attacked viciously and unfairly on  by crazy  on low ratings   apologize ', '   got thrown off of tv by nbc  fired like a dog  now he is on  being nasty to me  not nice ', 'just tried watching saturday night live   unwatchable  totally biased  not funny and the baldwin impersonation just can t get any worse  sad', '    all you haters out there  stop trashing the only candidate  that will put all of you   america first  ', 'mitt romney had his chance to beat a failed president but he choked like a dog  now he calls me racist but i am least racist person there is']"
83,Hate,2017,4,"['never seen such republican anger   unity as i have concerning the lack of investigation on clinton made fake dossier  now  12 000 000       ', 'make america safe again       twitter com i moments 880471268608413697  ', 'departing for long island now  an area under siege from  gang members  we will not rest until  is eradicated   com gsgbbuxyhs', 'terrible  just found out that obama had my  wires tapped  in trump tower just before the victory  nothing found  this is mccarthyism ']"
84,Hate,2018,2,"['what s going on at  is happening  to different degrees  at other networks   with  being the worst  the good news is that andy lack y  is about to be fired    for incompetence  and much worse  when lester holt got caught fudging my tape on russia  they were hurt badly ', 'twitter is getting rid of fake accounts at a record pace  will that include the failing new york times and propaganda machine for amazon  the washington post  who constantly quote anonymous sources that  in my opinion  don t exist   they will both be out of business in 7 years ']"
85,Hate,2019,6,"['my son   is coming out with a new book   triggered  how the left thrives on hate and wants to silence us    available tomorrow  november 5th  a great new book that i highly recommend for all to read  go order it today ', 'liberal hollywood is racist at the highest level  and with great anger and hate  they like to call themselves  elite   but they are not elite  in fact  it is often the people that they so strongly oppose that are actually the elite  the movie coming out is made in order    ', 'bad  actress  debra the mess messing is in hot water  she wants to create a  blacklist  of trump supporters    is being accused of mccarthyism  is also being accused of being a racist because of the terrible things she said about blacks and mental illness  if roseanne barr    ', 'juan williams at  is so pathetic  and yet when he met me in the fox building lobby  he couldn t have been nicer as he asked me to take a picture of him and me for his family  yet he is always nasty and wrong ', '    who by all accounts has done a terrible job as mayor of london  has been foolishly  nasty  to the visiting president of the united states  by far the most important ally of the united kingdom  he is a stone cold loser who should focus on crime in london  not me      ', 'watched msnbc this morning just to see what the opposition was saying about events of the past week  such lies  almost everything they were saying was the opposite of the truth  fake news  no wonder their ratings  along with cnn  are way down  the hatred comcast has is amazing ']"
86,Hate,2020,6,"['really sad  but even  sadder   watch flunky  cry when i whipped his mind   he was forced to apologize to me over apprentice fees  even psycho cold case joe scarborough  bad ratings  beat him up  on air  unmercifully  find tapes   play  5 years back     ', 'the radical left democrats new theme is  defund the police   remember that when you don t want crime  especially against you and your family  this is where sleepy joe is being dragged by the socialists  i am the complete opposite  more money for law enforcement  ', '    price  you should drop out of the race   pray that super liberal   a weak   pathetic puppet for crazy nancy pelosi   cryin  chuck schumer  gets beaten badly  he voted for impeachment based on  zero   disgraced alabama  coach  will be a great senator ', 'bernie sander s volunteers are trashing elizabeth  pocahontus  warren  everybody knows her campaign is dead and want her potential voters  mini mike b is also trying  but getting tiny crowds which are all leaving fast  elizabeth is very angry at bernie  do i see a feud brewing ', 'elizabeth  pocahontas  warren singlehandedly destroyed the bernie sanders campaign by stripping voters away from his count on super t  he lost states that he easily would have won if she had dropped out 3 days earlier  the dnc is doing it to bernie again  will he ever get angry ', 'our case against lyin   cheatin   liddle  adam  shifty  schiff  cryin  chuck schumer  nervous nancy pelosi  their leader  dumb as a rock aoc    the entire radical left  do nothing democrat party  starts today at 10 00 a m  on    or fake news  or fake news msdnc ']"
87,Outrage,2012,6,"['when will  realize he is on a fool s errand trying to defend  s ineptitude ', ' to every action there is always opposed an equal reaction     isaac newton', 'flashback   trump  others tweet for release of condemned iranian pastor    was released this past saturday ', 'obama is now standing in a puddle acting like a president  give me a break ', 'the lunatics in congress banned the word  lunatic  from congress last week  busy doing the peoples  work ', 'dopey  people are calling in saying you are being beaten badly w  the tweets   ']"
88,Outrage,2013,12,"['    mr  trump  how can people hate such a brilliant person   it is hard to believe  isn t it   thanks  ', '   enjoying reading  knocking the shit out of   sorry hater  he s getting his ass kicked ', '      what happened to  turn the other cheek   sorry  not a believer ', '    i hate that our country has come to this  our president has ruined our country   not totally  yet ', 'my sense is that people are far angrier at the president than they are at congress re the shutdown an interesting turn ', 'personally  i think douglas durst s brother got screwed by douglas no wonder he s angry ', 'personally  i think douglas durst s brother got screwed by douglas  no wonder he s angry ', '     prez shows more anger about us senate not passing guns bill than he does about the boston bombing  interesting ', 'remember  celebrity apprentice tonight on cnbc at 9  amazing episode   watch omarosa get the boot ', 'it is going to be a long and tough road to turn around cnn   they are looking at the wrong people ', '    donald we can t allow this country to become soft like obama  and penn state  please run in 2016 ', 'my  int  on irs targeting tea party  the benghazi death scandal    v   finale']"
89,Outrage,2014,2,"['    let s see if msm reports it w the same fervor they used when they reported the allegation   thanks', '     finally  someone who gets what is really going on in this country  please consider fixing it   ']"
90,Outrage,2015,16,"['        in bed together   hate trump  win it for the usa   the 21st cent', '       it s amazing how people fear a change for the better ', '     just find  s hissy fit with  ironic  since yall have room to catch up ', '      say it loud   proud       illegal immigration     is an attack on our country  ', '    aren t u angry how the media has turned donaldtrump slam against  illegal immigration  into him hating  all immigrants', 'interesting that  criticized me but just paid  650 000 in fines for racial profiling  are they racists ', 'look forward to being in dc tomorrow big crowd expected for our protest against the truly stupid nuclear deal we are making with iran ', ' air force trump  ahead of 2016  the donald slams romney  bush in south carolina     via  by ', '       i get pissed off every time i see his ads on fox  waste of money  go trump   many do ', '       covers pulled    here is the ridiculous letter ', 'i would feel sorry for  and how badly he is doing with his campaign other than for the fact he took millions of   s of hit ads on me', 'great article by  on     sorry  donald trump has a point   ', '      they were taken out of context  trying to make him look bad to the american hispanic community  ', 'who is  to pretend innocence when they  racial profile  all over the place  paid big fine ', 'how is bernie sanders going to defend our country if he can t even defend his own microphone  very sad ', '         should ve disclosed his daughter works for hillaryclinton   univision is being sued by   ']"
91,Outrage,2016,6,"['i have a judge in the trump university civil case  gonzalo curiel  san diego   who is very unfair  an obama pick  totally biased hates trump', 'wonderful  was attacked viciously and unfairly on  by crazy  on low ratings   apologize ', '   got thrown off of tv by nbc  fired like a dog  now he is on  being nasty to me  not nice ', '   got fired like a dog from redstate and now he is the one leading opposition against me ', 'this is happening all over our country great people being disenfranchised by politicians  repub party is in trouble    ', 'a quote was read from a parody account last night on msnbc re  jeb   ']"
92,Outrage,2017,4,"['never seen such republican anger   unity as i have concerning the lack of investigation on clinton made fake dossier  now  12 000 000       ', 'make america safe again       twitter com i moments 880471268608413697  ', 'so sad to hear of the terrorist attack in egypt  u s  strongly condemns  i have great   ', '    this is real collusion and dishonesty  major violation of campaign finance laws and money laundering   where is our justice department ']"
93,Outrage,2018,7,"['the illegal mueller witch hunt continues in search of a crime  there was never collusion with russia  except by the clinton campaign  so the 17 angry democrats are looking at anything they can find  very unfair and bad for the country  also  not allowed under the law ', 'pfizer   others should be ashamed that they have raised drug prices for no reason  they are merely taking advantage of the poor   others unable to defend themselves  while at the same time giving bargain basement prices to other countries in europe   elsewhere  we will respond ', 'i want to take a moment to address the current illegal immigration crisis on the southern border   it has been going on for many  many decades    com 1f7ek9ef88', 'what s going on at  is happening  to different degrees  at other networks   with  being the worst  the good news is that andy lack y  is about to be fired    for incompetence  and much worse  when lester holt got caught fudging my tape on russia  they were hurt badly ', 'just watched a very insecure oprah winfrey  who at one point i knew very well  interview a panel of people on 60 minutes  the questions were biased and slanted  the facts incorrect  hope oprah runs so she can be exposed and defeated just like all of the others ', 'just out  house intelligence committee report released   no evidence  that the trump campaign  colluded  coordinated or conspired with russia   clinton campaign paid for opposition research obtained from russia  wow  a total witch hunt  must end now ', 'when a politician admits that  we re not going to make america great again   there doesn t seem to be much reason to ever vote for him  this could be a career threatening statement by andrew cuomo  with many wanting him to resign he will get higher ratings than his brother chris ']"
94,Outrage,2019,13,"['my son   is coming out with a new book   triggered  how the left thrives on hate and wants to silence us    available tomorrow  november 5th  a great new book that i highly recommend for all to read  go order it today ', 'liberal hollywood is racist at the highest level  and with great anger and hate  they like to call themselves  elite   but they are not elite  in fact  it is often the people that they so strongly oppose that are actually the elite  the movie coming out is made in order    ', 'major consideration is being given to naming antifa an  organization of terror   portland is being watched very closely  hopefully the mayor will be able to properly do his job ', 'bad  actress  debra the mess messing is in hot water  she wants to create a  blacklist  of trump supporters    is being accused of mccarthyism  is also being accused of being a racist because of the terrible things she said about blacks and mental illness  if roseanne barr    ', '     by congress  by the justice department   fbi friends of the democrats  who hated the president when he was nothing but a candidate  at some point somebody should have said  wait a minute  this is out of control  this train is off the tracks  it s time to get reasonable  ', '   thank you   hopefully this is just the beginning of a massive story of injustice and treason  you will never learn this from the corrupt lamestream media who get pulitzer prizes for reporting the story totally wrong  the ones who report it right get only respect ', 'the mainstream media is out of control  they constantly lie and cheat in order to get their radical left democrat views out their for all to see  it has never been this bad  they have gone bonkers    no longer care what is right or wrong  this large scale false reporting is sick ', 'adam schiff will be compelled to testify should the democrats decide  despite the fact that my presidential conversations were totally appropriate  perfect   to go forward with the impeachment hoax  polls have now turned very strongly against impeachment ', 'watched msnbc this morning just to see what the opposition was saying about events of the past week  such lies  almost everything they were saying was the opposite of the truth  fake news  no wonder their ratings  along with cnn  are way down  the hatred comcast has is amazing ', '   fake news  i would like very much to stop referring to this ridiculous story  but the lamestream media just won t let it alone  they always have to have the last word  even though they know they are defrauding   deceiving the public  the public knows that the media is corrupt ', 'it s not fair that i m being impeached when i ve done absolutely nothing wrong  the radical left  do nothing democrats have become the party of hate  they are so bad for our country ', 'tell jennifer williams  whoever that is  to read both transcripts of the presidential calls    see the just released ststement from ukraine  then she should meet with the other never trumpers  who i don t know   mostly never even heard of    work out a better presidential attack ', 'rep  adam schiff totally made up my conversation with ukraine president and read it to congress and millions  he must resign and be investigated  he has been doing this for two years  he is a sick man ']"
95,Outrage,2020,9,"['really sad  but even  sadder   watch flunky  cry when i whipped his mind   he was forced to apologize to me over apprentice fees  even psycho cold case joe scarborough  bad ratings  beat him up  on air  unmercifully  find tapes   play  5 years back     ', 'the radical left democrats new theme is  defund the police   remember that when you don t want crime  especially against you and your family  this is where sleepy joe is being dragged by the socialists  i am the complete opposite  more money for law enforcement  ', '    price  you should drop out of the race   pray that super liberal   a weak   pathetic puppet for crazy nancy pelosi   cryin  chuck schumer  gets beaten badly  he voted for impeachment based on  zero   disgraced alabama  coach  will be a great senator ', 'bernie sander s volunteers are trashing elizabeth  pocahontus  warren  everybody knows her campaign is dead and want her potential voters  mini mike b is also trying  but getting tiny crowds which are all leaving fast  elizabeth is very angry at bernie  do i see a feud brewing ', 'elizabeth  pocahontas  warren singlehandedly destroyed the bernie sanders campaign by stripping voters away from his count on super t  he lost states that he easily would have won if she had dropped out 3 days earlier  the dnc is doing it to bernie again  will he ever get angry ', 'macy s at 34th  street  long the largest single department store anywhere in the world    a point of pride in nyc  was devastated yesterday when hoodlums and thieves vandalized it  breaking almost all of its large panels of storefront glass  what a shame  bring in national guard ', 'buffalo protester shoved by police could be an antifa provocateur  75 year old martin gugino was pushed away after appearing to scan police communications in order to black out the equipment   i watched  he fell harder than was pushed  was aiming scanner  could be a set up ', 'vote  by may 12th  his opponent  voted to fire teachers  and cut their salaries while bumping up her pay  now she s mocking our great vets  we need navy fighter pilot mike garcia in    ', 'our case against lyin   cheatin   liddle  adam  shifty  schiff  cryin  chuck schumer  nervous nancy pelosi  their leader  dumb as a rock aoc    the entire radical left  do nothing democrat party  starts today at 10 00 a m  on    or fake news  or fake news msdnc ']"
96,Pleasure,2012,3,"['looking forward to the  dine with mitt and donald  this thursday  can t wait to meet the lucky winner  ', 'attention to detail is critical  choose scents that exude sophistication   confidence  find out more 4 18  5 30 pm  herald square ', ' thank you  and happy to hear you enjoyed our colt s neck course  it s a beauty ']"
97,Pleasure,2013,8,"['    can t wait for apprentice tonight   you will love it ', 'things happen that make you question whether you should keep going  as long as you are enjoying what you are doing  keep going ', '      when you die the world will be better  very nice   you sound like a really wonderful person ', '    went to  winery in charlottesville va yesterday for my birthday  it was awesome  one of the best   thanks ', '     staying at the trump in chicago  well done sir  this place is amazing   ', 'today will be a great day at work   have only one word in mind  victory ', '        trump soho       you re brilliant   it has proven to be a great hotel    thanks ', ' it was great being with you last night   fantastic people  and bob v is special   ']"
98,Pleasure,2014,16,"['     playing trump ferry point this morning  looking forward to it  have a great time ', '    on   when was the last time something positive has happened in this country   hmmmm    so true ', '    it looks like you ve outdone yourself donald  beautiful property   thanks ', '     very true comment donald  i m glad we have people like you in this day and age ', '   played turnberry ailsa today it was awesome good job ', '    an aussie   such an amazing place  well done       happy easter', '  visited trump international scotland yesterday  amazing golf course      com qpbczpcez5  thanks ', '    first time in the trump international hotel and tower  and it s absolutely gorgeous   thank you sir  excellent hospitality', '     valentine s day and wife s 40th  this weekend    great ', '      was just at turnberry   the place is awesome ', '   hi donald  i thought you may like to see a photo of turnberry lighthouse i took last year  com etglg5duwc  beautiful ', 'an investment in life  luxury   leisure  a trump nat l bedminster membership offers top amenities   services   ', 'happy anniversary to my wonderful wife     a truly great decision by me  com eo9ei1njwv', '     you are a rockstar   no  just someone who wants to see things done right  but thanks ', '  the properties in ireland  scotland  old post office   mar a lago are my favorites  planning a trip to doonbeg soon   thx', '     i read your  article  and reread the old one   as usual  so colorful   thank you ']"
99,Pleasure,2015,11,"['        was awesome yesterday  can t wait to see a new episode tonight   we are here', '    donald trump all american billionaire full  via   wow  so nice   thank you ', 'just got back from iowa  fantastic evening with truly fabulous people  will be back again soon  thanks ', 'iowa was amazing today  great crowd  great people  thanks  will be back soon ', '    my only new year s resolution  be more like   nice  thanks ', '       loved your choice for winner this season  awesome job  xoxo  ', '       even  admitted you were nice and a joy to work with ', '        i enjoyed the speech so much tonight  you were on point sir   thanks ', 'wow  so nice and so true  thank you        time to rethink the choices    ', '   watched you on   made some excellent points  best wishes ', '     get commandant s leadership award from the u s marines yesterday at the waldorf astoria   a great honor ']"
100,Pleasure,2016,3,"['     please mr trump make  your vp  he is a perfect running mate   he is a great guy ', 'thank you for having me  i enjoyed the tour and spending time with everyone  see you soon     twitter com profootballhof status 776210913812701184  ', '   you were great last night and we all very much appreciate it  thank you ']"
101,Pleasure,2018,3,"['thank you      twitter com i moments 1040235446876467201  ', 'happy fourth of july    our country is doing great ', 'it was my great honor to host a celebration of diwali  the hindu festival of lights  in the roosevelt room at the  this afternoon  very  very special people     com tylbabg4jf']"
102,Satisfaction,2012,4,"['looking forward to the  dine with mitt and donald  this thursday  can t wait to meet the lucky winner  ', 'looking forward to the  dine with mitt and donald  this thursday  can t wait to meet the lucky winner  ', ' thank you  and happy to hear you enjoyed our colt s neck course  it s a beauty ', ' thank you  and happy to hear you enjoyed our colt s neck course  it s a beauty ']"
103,Satisfaction,2013,14,"['      when you die the world will be better  very nice   you sound like a really wonderful person ', '      when you die the world will be better  very nice   you sound like a really wonderful person ', '    went to  winery in charlottesville va yesterday for my birthday  it was awesome  one of the best   thanks ', '    went to  winery in charlottesville va yesterday for my birthday  it was awesome  one of the best   thanks ', 'today will be a great day at work   have only one word in mind  victory ', 'today will be a great day at work   have only one word in mind  victory ', '  thank you  for the assignment        great job  fredrik ', '  thank you  for the assignment        great job  fredrik ', '     it s amazing how you keep your success going this far keep it up     thanks ', '     it s amazing how you keep your success going this far keep it up     thanks ', '    you were awesome  honest  personable  intelligent   thanks ', '    you were awesome  honest  personable  intelligent   thanks ', 'just left florida  amazing how well state is doing   jobs way up  taxes down  congrats to ', 'just left florida  amazing how well state is doing   jobs way up  taxes down  congrats to ']"
104,Satisfaction,2014,18,"['     playing trump ferry point this morning  looking forward to it  have a great time ', '     playing trump ferry point this morning  looking forward to it  have a great time ', '    it looks like you ve outdone yourself donald  beautiful property   thanks ', '    it looks like you ve outdone yourself donald  beautiful property   thanks ', '     very true comment donald  i m glad we have people like you in this day and age ', '     very true comment donald  i m glad we have people like you in this day and age ', '   played turnberry ailsa today it was awesome good job ', '   played turnberry ailsa today it was awesome good job ', '        com jnc696s5fa  ben  get well soon   you have many friends ', '        com jnc696s5fa  ben  get well soon   you have many friends ', '  visited trump international scotland yesterday  amazing golf course      com qpbczpcez5  thanks ', '  visited trump international scotland yesterday  amazing golf course      com qpbczpcez5  thanks ', ' rosechem1 one of the reasons that i like you is because i feel that old american greatness in your mentality  it makes me feel hope   thx ', ' rosechem1 one of the reasons that i like you is because i feel that old american greatness in your mentality  it makes me feel hope   thx ', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire', ' success breeds success  the best way to impress people is through results     think like a billionaire']"
105,Satisfaction,2015,12,"['just got back from iowa  fantastic evening with truly fabulous people  will be back again soon  thanks ', 'just got back from iowa  fantastic evening with truly fabulous people  will be back again soon  thanks ', 'the people of tennessee yesterday were amazing  thank you ', 'the people of tennessee yesterday were amazing  thank you ', 'iowa was amazing today  great crowd  great people  thanks  will be back soon ', 'iowa was amazing today  great crowd  great people  thanks  will be back soon ', '       loved your choice for winner this season  awesome job  xoxo  ', '       loved your choice for winner this season  awesome job  xoxo  ', '       even  admitted you were nice and a joy to work with ', '       even  admitted you were nice and a joy to work with ', 'another great poll result  thank you  com lomirpfliz', 'another great poll result  thank you  com lomirpfliz']"
106,Satisfaction,2016,6,"['     please mr trump make  your vp  he is a perfect running mate   he is a great guy ', '     please mr trump make  your vp  he is a perfect running mate   he is a great guy ', 'congratulations to the movement  we have just won the great state of oregon  the vote percentage is even higher than anticipated  thank you ', 'congratulations to the movement  we have just won the great state of oregon  the vote percentage is even higher than anticipated  thank you ', 'thank you for your continued support   com cykncrrsre', 'thank you for your continued support   com cykncrrsre']"
107,Satisfaction,2018,2,"['thank you      twitter com i moments 1040235446876467201  ', 'thank you      twitter com i moments 1040235446876467201  ']"
108,Satisfaction,2019,2,"['thank you   great show this morning and congratulations on your number one  by far  rating  well deserved ', 'thank you   great show this morning and congratulations on your number one  by far  rating  well deserved ']"
109,Worry,2011,2,"['it s inconvenient and inconsiderate   is doing a fundraiser tonight  making it almost impossibl   cont  ', 'it s inconvenient and inconsiderate   is doing a fundraiser tonight  making it almost impossibl   cont  ']"
110,Worry,2012,4,"['when will  realize he is on a fool s errand trying to defend  s ineptitude ', 'when will  realize he is on a fool s errand trying to defend  s ineptitude ', ' success is having to worry about every damn thing in the world  except money     johnny cash', ' success is having to worry about every damn thing in the world  except money     johnny cash']"
111,Worry,2013,20,"['      do u ever get sad   yes  when i look at what s happening to our country  ', '      do u ever get sad   yes  when i look at what s happening to our country  ', 'things happen that make you question whether you should keep going  as long as you are enjoying what you are doing  keep going ', 'things happen that make you question whether you should keep going  as long as you are enjoying what you are doing  keep going ', ' do what you love  work hard  keep your focus and your momentum intact  good luck ', ' do what you love  work hard  keep your focus and your momentum intact  good luck ', ' face reality as it is  not as it was or as you wish it to be     ', ' face reality as it is  not as it was or as you wish it to be     ', ' sometimes people spend too much time focusing on problems instead of focusing on opportunities     think like a champion', ' sometimes people spend too much time focusing on problems instead of focusing on opportunities     think like a champion', ' find something you love doing  you have to have passion for your work  then work hard and keep focused  good luck ', ' find something you love doing  you have to have passion for your work  then work hard and keep focused  good luck ', 'dying  just named me to a list  too bad gq is no longer relevant won t be around long ', 'dying  just named me to a list  too bad gq is no longer relevant won t be around long ', '     please say it isn t so and apprentice is not cancelled  thanks and sleep well tonight ', '     please say it isn t so and apprentice is not cancelled  thanks and sleep well tonight ', '  keep the big picture in mind  there are always opportunities and possibilities  and thinking too small can negate a lot of them ', '  keep the big picture in mind  there are always opportunities and possibilities  and thinking too small can negate a lot of them ', 'snow and freezing weather all over mid section of country  global warming specialists better start thinking fast ', 'snow and freezing weather all over mid section of country  global warming specialists better start thinking fast ']"
112,Worry,2014,14,"['don t wait for dire circumstances to test your quick thinking ability  be on alert at all times ', 'don t wait for dire circumstances to test your quick thinking ability  be on alert at all times ', '     playing trump ferry point this morning  looking forward to it  have a great time ', '     playing trump ferry point this morning  looking forward to it  have a great time ', 'focus on your goals  not your problems  don t tread water  get out there and go for it ', 'focus on your goals  not your problems  don t tread water  get out there and go for it ', '        com jnc696s5fa  ben  get well soon   you have many friends ', '        com jnc696s5fa  ben  get well soon   you have many friends ', '    i am seriously afraid for our country  people don t realize the u s is headed for economic destruction   ', '    i am seriously afraid for our country  people don t realize the u s is headed for economic destruction   ', 'today is the first day of the rest of your life   make the most of it ', 'today is the first day of the rest of your life   make the most of it ', 'remember  the harder you work  the luckier you get ', 'remember  the harder you work  the luckier you get ']"
113,Worry,2015,20,"['      i m still expecting  to swoop in and save the day  stay tuned ', '      i m still expecting  to swoop in and save the day  stay tuned ', '       it s amazing how people fear a change for the better ', '       it s amazing how people fear a change for the better ', 'we re worried about waterboarding as our enemy  isis  is beheading people and burning people alive  time for us to wake up ', 'we re worried about waterboarding as our enemy  isis  is beheading people and burning people alive  time for us to wake up ', 'entrepreneurs  problems are a mind exercise  enjoy the challenge ', 'entrepreneurs  problems are a mind exercise  enjoy the challenge ', '    my only new year s resolution  be more like   nice  thanks ', '    my only new year s resolution  be more like   nice  thanks ', '    from st  patrick s cathedral  nyc  blessings  prayers and heartfelt concern for those in paris ', '    from st  patrick s cathedral  nyc  blessings  prayers and heartfelt concern for those in paris ', 'will be doing  interview tomorrow  so much to talk about ', 'will be doing  interview tomorrow  so much to talk about ', '    donaldtrump  please run mr trump the u s   been going downhill since 9 11 we can be great again please be 100  in', '    donaldtrump  please run mr trump the u s   been going downhill since 9 11 we can be great again please be 100  in', '      forget both of them  let s hear it for ma man  ', '      forget both of them  let s hear it for ma man  ', '    monday mornings are twice as hard when i don t have  and donald to listen to  thanks  for taking away my fox   ', '    monday mornings are twice as hard when i don t have  and donald to listen to  thanks  for taking away my fox   ']"
114,Worry,2016,2,"['he  or she  who hesitates is lost  make america great again ', 'he  or she  who hesitates is lost  make america great again ']"
115,Worry,2017,6,"['make america safe again       twitter com i moments 880471268608413697  ', 'make america safe again       twitter com i moments 880471268608413697  ', 'departing for long island now  an area under siege from  gang members  we will not rest until  is eradicated   com gsgbbuxyhs', 'departing for long island now  an area under siege from  gang members  we will not rest until  is eradicated   com gsgbbuxyhs', 'we need to be smart  vigilant and tough  we need the courts to give us back our rights  we need the travel ban as an extra level of safety ', 'we need to be smart  vigilant and tough  we need the courts to give us back our rights  we need the travel ban as an extra level of safety ']"
116,Worry,2018,2,"['i hope the people over at the fed will read today s wall street journal editorial before they make yet another mistake  also  don t let the market become any more illiquid than it already is  stop with the 50 b s  feel the market  don t just go by meaningless numbers  good luck ', 'i hope the people over at the fed will read today s wall street journal editorial before they make yet another mistake  also  don t let the market become any more illiquid than it already is  stop with the 50 b s  feel the market  don t just go by meaningless numbers  good luck ']"
117,Worry,2020,4,"['    be put in use immediately  people are dying  move fast  and god bless everyone     ', '    be put in use immediately  people are dying  move fast  and god bless everyone     ', 'another win just in  nervous nancy pelosi and the democrats in congress sued me  thrown out  this one unanimous  in the d c  circuit  witch hunt ', 'another win just in  nervous nancy pelosi and the democrats in congress sued me  thrown out  this one unanimous  in the d c  circuit  witch hunt ']"
